Flow,Rain,Day,Speed,WT,DO,BOD,COD,TOC,TN,NO3N,NH3N,TP,PO4P,Chla,time
154.03,25.3,1.2,0.31,24.6,8.1,2.3,5.5,4.1,2.848,2.033,0.311,0.094,0.055,29.4,1663
316.39,115.6,0.6,0.56,22.8,7.5,1.5,5.5,3.5,2.203,1.617,0.271,0.112,0.087,5.4,1669
433.6,170.1,0.4,0.67,25.5,7.4,2,5.1,3.7,2.636,1.764,0.422,0.129,0.099,13.3,1676
144.639,4.6,1.2,0.3,29.2,10.4,5.5,7.4,5.6,2.63,1.878,0.099,0.088,0.016,98.6,1691
43.426,0,3.9,0.09,29.9,5.6,2.5,6.7,4.1,2.687,1.529,0.347,0.105,0.069,24.5,1697
191.261,70.4,1,0.39,28.2,6.4,4.2,8.1,5.6,2.111,1.334,0.184,0.263,0.125,35.6,1705
370.401,107.8,0.6,0.68,21.8,7.5,3.1,6.4,3.7,2.107,1.329,0.277,0.163,0.106,4.5,1712
257.369,61.9,0.8,0.52,22.7,7.1,1.6,5.4,3.5,2.3,1.563,0.318,0.136,0.098,5.4,1718
101.12,8.5,2,0.21,22.6,10.6,4,7.8,4.5,2.649,1.873,0.106,0.095,0.022,91.9,1725
32.583,0,4.3,0.07,22.7,12.4,5,7.7,5.2,2.781,1.91,0.04,0.066,0.003,95.7,1732
18.549,1.4,6.1,0.04,22.6,12,5.1,12.2,6.2,2.89,1.84,0.055,0.068,0.005,197.2,1739
21.399,0,7,0.05,21,12.7,4.6,12.5,4.8,3.107,2.116,0.017,0.069,0.008,172.9,1746
20.721,0,7.8,0.05,17.7,12.1,4.9,15.1,7.2,3.318,2.249,0.156,0.097,0.002,266.5,1753
21.026,10.7,7.7,0.05,15.7,14,4,14.5,4.1,3.592,2.427,0.083,0.103,0.002,261.6,1760
15.729,2,9.5,0.03,15.5,13.8,4.3,11.5,4.6,3.633,2.452,0.336,0.077,0.004,132.7,1767
14.789,0,9.4,0.03,13.4,13.1,5.4,13.1,6.2,4.397,2.558,0.814,0.111,0.006,144.2,1774
5.117,0,25.5,0.01,12.9,9.6,4.5,9.8,4.6,4.3,2.645,0.525,0.092,0.007,47.8,1781
21.226,23.2,7.4,0.05,12.7,7.2,3.9,7.8,4.1,5.054,2.741,1.484,0.104,0.031,36.8,1789
20.629,0,7.3,0.04,9.9,10.7,4,7.8,4.1,4.665,2.161,1.67,0.115,0.049,34,1796
18.289,0,9.5,0.04,8.1,12.6,3.5,8.4,3.6,5.195,2.494,1.785,0.067,0.003,52.3,1802
16.749,1.3,12.5,0.04,6.1,13.2,3.3,8.3,3.6,5.273,3.284,1.332,0.063,0.001,34.4,1810
13.203,0,12.8,0.03,4.6,14.2,3.3,8.7,3.5,6.431,3.539,1.802,0.067,0,61.3,1816
